pdes,popular_name,M1,K1,source_citation,notes,match_confidence,bigv_designation_old,bigv_page,ocr_excerpt
22P,Kopff,9.8,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'fourth recorded apparition of the short-period Comet Kopff' = 22P; C.A.M. H10=9m.8 on average from van Biesbroeck/Bobone/Schorr estimates; D1=5'.5 in Oct-Nov; chose C.A.M. per §3.1; periodic — will dedupe with other 22P apparitions; page-image proofread vs p465: confirmed,high,1932 III,465,"In C.A.M., Hij9=9™.8 on the average, from the estimates of van Biesbroeck, Bobone and Schorr."
19P,Borrelly,9.2,10.0,"Vsekhsvyatskij 1958, C.A.M.",matched by body — 'fifth recorded apparition of the short-period Comet Borrelly (1)' = 19P; C.A.M. H10=9m.2; gives m=14m.6 for 28 March in good agreement with Schorr/van Biesbroeck (allowing for latter's underestimating tendency); D1=2'.2 Oct; chose C.A.M. per §3.1; periodic — will dedupe with other 19P apparitions; page-image proofread vs p465-466: confirmed,high,1932 IV,465,"In C.A.M., Hip=9™.2. These parameters give m=14™.6 for 28 March, in good agreement with the observational data of Schorr and of van Biesbroeck"
1932 P1,Peltier-Whipple's Comet (1932 V),8.1,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Peltier + Whipple) + 8 Aug 1932 Delphos discovery; E-I average y=21, H0=7m.6, H10=8m.1 (NON-STANDARD high y=21 photometric law); Beyer y=22.2, H0=7m.5; Bernheimer A.N.248:195 H0=6.96; Bobrovnikoff y=28.5, H0=7m.4; chose E-I H10=8.1 per §3.1; D1=3'.0; tail type I; comet visible to naked eye 10 Aug; sanity: M1=8.1 with r=1.06, Δ=0.55 around 18 Aug → m=8.1+5log(0.55)+10log(1.06)=8.1-2.6+0.25=5.8, observed 6.5-7.1 ✓; page-image proofread vs p466-467: confirmed",high,1932 V,466,"in E-I, the average of the principal observational data gave y=21; Hyp=7™.6, Hjj)=8™1"
1932 M2,Geddes's Comet (1932 VI),3.5,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Geddes) + 22 June 1932 Otekura discovery near south pole; E-I y=9.6, H0=3.6, H10=3m.5 from 41 estimates; Beyer y=10.1, H0=3m.2; Bobrovnikoff y=6.2, H0=5m.1 (Big V notes Bobrovnikoff's parameters disagree with observations — 19 July 1934 predicted m=14.2 vs obs); chose E-I per §3.1 (Bobrovnikoff implicitly flagged as incorrect by Big V); D1=4'.4 Feb-March 1933; observed for 2 years; sanity: M1=3.5, peri r~2.32, Δ_min=1.99 → m=3.5+5log(1.99)+10log(2.32)=3.5+1.49+3.65=8.64, observed 8-10m at brightest ✓; page-image proofread vs p467-468: confirmed",high,1932 VI,467,"in E-I, y=9.6, Hp= 3.6, Hig=3™.5, according to 41 estimates of various observers."
1932 M1,Newman's Comet (1932 VII),9.2,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Newmann/Newman) + 1 June 1932 Lowell Obs photographic discovery; E-I y=11.4, H0=8m.8, H10=9m.2 from 32 estimates by van Biesbroeck/Schorr/Kaiser; rapid decrease in brightness; D1=2'.8-3'.5; satellite/fragment observed at 20' (interesting double comet); chose E-I per §3.1; page-image proofread vs p468-469: confirmed",high,1932 VII,468,"In E-I, according to 32 estimates by van Biesbroeck, Schorr, Kaiser, etal., y=11.4, Ho=8™.8, Hyj=9™.2; rapid decrease in brightness by the end of the observation period"
16P,Brooks 2,10.0,10.0,"Vsekhsvyatskij 1958, C.A.M.","matched by body — 'sixth recorded apparition of the short-period Comet Brooks (2)' = 16P; Beyer H1=11m.7 (y=5), H0=9m.3; C.A.M. H10=10m.0 from van Biesbroeck/Beyer estimates; Konopleva 1953 reappraisal H10=10m.2; D1=0'.4; chose C.A.M. per §3.1; periodic — will dedupe with other 16P apparitions; page-image proofread vs p469: confirmed",high,1932 VIII,469,"in C.A.M., Hig=10™.0 according to van Biesbroeck, Beyer, et al."
4P,Faye,9.5,10.0,"Vsekhsvyatskij 1958, other","ENTRY MISSED BY SEGMENTER between 1932 VIII and 1932 X — body of entry 1932 VIII contains 1932 IX (1932l) merged in; body identifies 1932 IX as 'eleventh recorded apparition of the short-period Comet Faye' = 4P; E-I H10=9m.8 from observations 30 Aug-22 Nov 1933; Beyer y=13.7, H0=8m.1, H1=10m.7-9m.9; Cherednichenko 1953 H10(av)=9m.5 from 35 estimates; took Cherednichenko 9.5 (most comprehensive recent reappraisal); D1=0'.6-2'.1; chose 'other' source for Cherednichenko; periodic — will dedupe with other 4P apparitions; flagging in summary that segmenter swallowed this entry; page-image proofread vs p470: confirmed",medium,1932 IX,469,"Proceeding from observations of 30 Aug. to 22 Nov. 1933, E-I gave, Hjp=9™.8; Beyer, A.N., 250: 239, taking y= 13.7 obtained from his estimates Hy = 8™.1 and H,=10™7 to 9™.9; Cherednichenko, Publ. Kiev Obs., 5:92, 1953, after appraising 35 estimates obtained Hyo(ay)=9™.5."
1932 Y1,Dodwell-Forbes's Comet (1932 X),8.7,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Dodwell + Forbes) + 15-17 Dec 1932 Cape/New Zealand discovery → 1932 Y1 per target list peri 1932-12-30; E-I y=26, H0=7m.3, H10=8m.7 from 40 estimates; rapid drop end of February (post-peri); March/April H10=11-12m.5; Beyer y=16.6, H0=7m.7; Bobrovnikoff y=5.2, H0=8m.9 (gives m=12.2 in early April, 5m off observation — flagged disagreement); chose E-I per §3.1; D1=3'.0; tail type I; chose initial brighter value; page-image proofread vs p470-471: confirmed",high,1932 X,470,"Proceeding from 40 estimates, E-I gave y=26, Hy=7™.3; Hjg=8™.7. From the end of February, a rapid drop in brightness; in March and April, Hjg=11 to 12™.5."
1933 D1,Peltier's Comet (1933 I),9.5,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Peltier) + 16 Feb 1933 Delphos discovery; E-I from 49 estimates y=18.7, H10=9m.5, H10=10m.5 (initial period — printed as two values; took brighter 9.5 for initial period); rapid faintening end-March/April H10=12-13m; Beyer y=8.0, H0=9m.9, H1=9.9-10.7; brightness flare around 24 Feb noted; D1=1'.6; chose E-I 9.5 per §3.1 (initial period brighter per §3.3); page-image proofread vs p471-472: confirmed",high,1933 I,471,"E-I, proceeding from 49 estimates, gave y=18.7, Hjp=9™.5, Hio= 1 Qs (for the initial period). Comet rapidly grew faint; end of March and in April, Hyp =12 to 13™."
7P,Pons-Winnecke,10.0,10.0,"Vsekhsvyatskij 1958, E-I","matched by body — 'twelfth recorded apparition of the short-period Comet Pons-Winnecke' = 7P; E-I post-peri y=15, H0=10m.0, H10=10m.4; first period H0=13-15m (faint); chose E-I post-peri brighter value 10.0 per §3.6 brightest for periodics; D1=1'.2; periodic — will dedupe with other 7P apparitions; page-image proofread vs p472: confirmed",medium,1933 II,472,"E-I, proceeding from observations after the perihelion passage gave y=15, Ho=10™.0, Hj9=10™.4. For the first observation period, H)=13 to 15™."
21P,Giacobini-Zinner,12.1,10.0,"Vsekhsvyatskij 1958, E-I",matched by body — 'fourth recorded apparition of the short-period Comet Giacobini-Zinner' = 21P; E-I H10=12m.1; Sept-Oct grew considerably fainter; D1=0'.4 June; tail type I; associated with Draconids meteor shower 9 Oct 1933 (300 meteors/min — abundant star shower at Leningrad/Pulkovo); periodic — will dedupe with other 21P apparitions; chose E-I per §3.1; page-image proofread vs p472-473: confirmed,high,1933 III,472,"In E-I, Hjgp=12™.1. In Sept. and Oct. grew considerably fainter. In June D,=0'.4."
36P,Whipple,8.0,10.0,"Vsekhsvyatskij 1958, E-I","matched by name (Whipple) + body 'first recorded apparition of the short-period Comet Whipple' = 36P; E-I from Jeffers/Kaiser estimates H10=8m.0; Cillie+Johnson H.A.C.409 from 25 estimates y=15, H0=6m.3 (NON-STANDARD high y); chose E-I per §3.1; D1=1'.6 Dec 1933; periodic — will dedupe with other 36P apparitions; page-image proofread vs p473: confirmed",high,1933 V,473,"In E-I, from the estimates of Jeffers, Kaiser et al., Hijo = 8™.0; according to 25 brightness estimates, Cillie and Johnson, H.A.C., 409, obtained y=15, Hp=6™.3."
14P,Wolf 1,12.4,10.0,"Vsekhsvyatskij 1958, other",ENTRY MISSED BY SEGMENTER — body of entry 1933 V (Whipple) contains a merged 1934 I (1933l) entry: 'seventh recorded apparition of the short-period Comet Wolf I' = 14P; E-I H10=12m.5; Kamienski A.J.49:164 H10=12m.5; Vsekhsvyatskii A.Zh.27:15 reappraisal H10=12m.4; D1=0'.1 Dec 1934 (almost stellar); chose Vsekhsvyatskii reappraisal 12.4 (most recent); source 'other' for Vsekhsvyatskii reappraisal; periodic — will dedupe with other 14P apparitions; flagging in summary that segmenter swallowed this entry; page-image proofread vs p473-474: confirmed,medium,1934 I,473,"In E-I, H10=12™.5; Kamienski, A.J., 49: 164, found H,)=12™.5; after a reappraisal, Vsekhsvyatskii, A.Zh., 27:15, gave Hjg=12™.4. In Dec. 1934, D,= 01.1."
1935 M1,Jackson's Comet (1934 II),4.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Jackson) + body identifies as Jackson 3 June 1935 Johannesburg discovery — but Big V designates 1934 II because perihelion was 1934-09-06 (9 months before discovery); per target list peri 1934-09-06 = 1935 M1; Konopleva Publ.Kiev Obs.3 (1950) H10=4m.4; far-distance comet (r=4.24-4.75 AU at observation, m=13-16m); chose Konopleva (only cited value) → source 'other'; CAVEAT: with K1=10 (n=4) law, M1=4.4 at r=4.24 Δ=2.90 → m=4.4+5log(2.9)+10log(4.24)=4.4+2.31+6.28=12.99 vs observed 15m — Konopleva fit assumes brighter at r=Δ=1; consistent within 2m, suggests slightly different photometric law; flagged medium for far-distance fit caveat; D1=48'' July 1935; page-image proofread vs p474: confirmed",medium,1934 II,474,"Discovered 9 months after the perihelion passage; according to Konopleva, Publ. Kiev Obs., 3. 1950, Hi9=4™.4."
2P,Encke,11.6,10.0,"Vsekhsvyatskij 1958, other",matched by body — 'thirty-ninth recorded apparition of the short-period Comet Encke' = 2P; E-I H10=11m.2; Vsekhsvyatskii A.Zh.31:287 (1954) reappraisal H10=11m.6; chose Vsekhsvyatskii reappraisal (most recent) → source 'other'; D1=0'.8 July; periodic — will dedupe with other 2P apparitions; page-image proofread vs p475: confirmed,medium,1934 III,475,"In E-I, Hyjg=11™.2; after reappraisal, Vsekhsvyatskii, A. Zh., 31: 287. 1954, gave Hig=11™.6."
1935 A1,Johnson's Comet (1935 I),9.5,10.0,"Vsekhsvyatskij 1958, other","matched by name (Johnson) + 7 Jan 1935 Johannesburg discovery → 1935 A1 per target list peri 1935-02-26; Beyer A.N.262:215 from 26 Feb-6 April estimates y=7.6, H0=9m.5; Bobrovnikoff y=6.9, H0=9m.8; Konopleva E-IV H10=10m.0; rapid faintening end of May (H10=12-13m); D1=2'.8; chose Beyer H0=9.5 (representative of bright period; Konopleva 10.0 cited as 'other' alternative); source 'other' (Beyer/Konopleva are not standard refs); spectrum has C-band larger than 3883/4710A; page-image proofread vs p475-476: confirmed",medium,1935 I,475,"From his estimates for 26 Feb. to 6 April, Beyer, A.N., 262: 215, found y = 7.6, Hg=9™.5; Bobrovnikoff obtained y=6™.9, Hg=9™.8; according to Konopleva, E-IV, H,o=10™.0."
30P,Reinmuth 1,11.5,10.0,"Vsekhsvyatskij 1958, other",matched by body — 'second recorded apparition of the short-period Comet Reinmuth (1)' = 30P; E-IV H10=11m.7 from Jeffers/Schorr; according to van Biesbroeck H10=11m.5 (brighter); chose van Biesbroeck 11.5 per §3.6 brightest; source 'other' (E-IV not in format list); D1=0'.4; periodic — will dedupe with other 30P apparitions; page-image proofread vs p476-477: confirmed,high,1935 II,476,"In E-IV, Hj9=11™.7 from the estimates of Jeffers and Schorr; according to van Biesbroeck, Hj9=11™.5."
31P,Schwassmann-Wachmann 2,9.9,10.0,"Vsekhsvyatskij 1958, other",matched by body — 'second recorded apparition of the short-period Comet Schwassmann-Wachmann (2)' = 31P; segmenter labeled 226P (wrong); E-IV H10=9m.9; agrees with April-May 1936 m=14.9 reasonably; D1=0'.7 Jan-Feb 1935; chose E-IV → source 'other'; periodic — will dedupe with other 31P apparitions; page-image proofread vs p477: confirmed,high,1935 III,477,"On E-IV, Hij=9™.9; for April and May 1936, these parameters yield m=14™.9, in reasonably good agreement with the observations."
32P,Comas Sola,9.6,10.0,"Vsekhsvyatskij 1958, other","matched by body — 'second recorded apparition of the short-period Comet Comas Sola' = 32P; E-IV from many observations y=13.6, H0=8.6, H10=9m.6; D1=0'.6 Oct-Dec; tail type I; chose E-IV → source 'other'; periodic — will dedupe with other 32P apparitions; page-image proofread vs p477-478: confirmed",high,1935 IV,477,"InE-IV, from many observations, y= 13.6, Hp=8.6, Hi9=9™.6. In Oct. to Dec., D1=0'.6"
1935 Q1,Van Biesbroeck's Comet (1936 I),5.4,10.0,"Vsekhsvyatskij 1958, other",matched by name (Biesbroeck) + 21 Aug 1935 Yerkes discovery → 1935 Q1 per target list peri 1936-05-11; E-IV from 35 brightness estimates H10=5m.4; agrees with 1937 and 1938 estimates; very long observation period; D1=1'.2 March/June 1936; chose E-IV → source 'other'; far-distance comet (r=4-6 AU); page-image proofread vs p478: confirmed,high,1936 I,478,"According to 35 brightness estimates, E-IV gave Hyg =5™.4 which is in good agreement with the estimates of 1937 and 1938."
1936 K1,Peltier's Comet (1936 II),6.9,10.0,"Vsekhsvyatskij 1958, other","matched by name (Peltier) + 15-16 May 1936 Delphos discovery → 1936 K1 (Peltier) per target list peri 1936-07-08; FAMOUS naked-eye comet; Beyer y=19.6, H0=6m.1, h0=10.0; Bobrovnikoff (346 estimates from 23 observers) y=11.9, H0=6m.8; E-IV (Konopleva) y=11.1, H0=6m.7, H10=6m.9; chose E-IV H10=6.9 per §3.1 (E-IV is canonical synthesis); source 'other' (E-IV); main tail type II with type I jet projected; FAMOUS — sanity check: M1=6.9, peri r=1.10, Δ_min=0.20 → predicted peak m=6.9+5log(0.20)+10log(1.10)=6.9-3.5+0.41=3.81 vs observed 2.9-3.5 reasonable agreement; D1=3-6'; S=0.056 (long tail 1° naked-eye); page-image proofread vs p479-480: confirmed",high,1936 II,479,"In E-IV, Konopleva, making use of almost the same body of data, obtained y=11.1, Hy =6™.7, Ho =6™.9."
1936 O1,Kaho-Kozik-Lis's Comet (1936 III),8.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Kaho + Kozik) + 17 July 1936 simultaneous discovery from Japan/USSR/Carpathians → 1936 O1 per target list peri 1936-07-15; E-IV from 31 estimates y=16.8, H0=9m.7, H10=8m.4; D1=1'.0 July; tail type I + type II superposition; spectrum studied; chose E-IV → source 'other'; sanity: M1=8.4, peri r=0.52, Δ=1.01 → m=8.4+5log(1.01)+10log(0.52)=8.4+0+(-2.84)=5.56 vs observed 4-5m at discovery ✓; page-image proofread vs p480-481: confirmed",high,1936 III,480,"In E-IV from 31 brightness estimates we find y= 16.8, Hy =9™.7, Hyg = 8.4."
58P,Jackson-Neujmin,13.3,10.0,"Vsekhsvyatskij 1958, other",matched by name (Neujmin + Jackson) + 20-21 Sept 1936 Johannesburg/Simeis discovery → 58P per target list peri 1936-10-03; E-IV from 19 estimates H10=13m.3; rapid decrease in brightness after perihelion (NON-STANDARD); D1=0'.3-0'.4; chose E-IV → source 'other'; periodic — will dedupe with other 58P apparitions; page-image proofread vs p481: confirmed,high,1936 IV,481,"In E-IV, from 19 estimates, H;jjg=13™.3. Rapid decrease in brightness after the perihelion passage."
1937 P1,Hubble's Comet (1936 V),5.5,10.0,"Vsekhsvyatskij 1958, other",matched by name (Hubble) + 4 Aug 1936 Mt. Wilson discovery → 1937 P1 (Hubble) per target list peri 1936-11-14 (perihelion year 1936 hence Big V designation 1936 V); E-IV H10=5m.5; D1=1'.3 Aug-Sept; far-distance comet (r=3.4 AU); chose E-IV → source 'other'; page-image proofread vs p481-482: confirmed,high,1936 V,481,"In E-IV, Hj) =5™.5. In Aug. and Sept., D1=1'.3."
33P,Daniel,12.1,10.0,"Vsekhsvyatskij 1958, other",matched by body — 'second recorded apparition of the short-period Comet Daniel (1909 IV)' = 33P; E-IV H10=12m.1; D1=24'' Feb-March; periodic — will dedupe with other 33P apparitions; chose E-IV → source 'other'; page-image proofread vs p482: confirmed,high,1937 I,482,"According to the estimates above, E-IV gave H;)=12™.1. In Feb. and March, D,= 24""."
1937 D1,Wilk's Comet (1937 II),10.4,10.0,"Vsekhsvyatskij 1958, other","matched by name (Wilk) + 27 Feb 1937 Cracow discovery → 1937 D1 per target list peri 1937-02-21; Beyer A.N.264:406 from 19 estimates y=11.1, H0=10m.3; Bobrovnikoff (32 estimates) y=9.7, H0=10m.3; E-IV y=10.5, H0=10m.4, H10=10m.4; chose E-IV → source 'other'; D1=2'.7-4'.0 March-April; tail type I; sanity: M1=10.4 at peri r=0.63, Δ=0.86 → m=10.4+5log(0.86)+10log(0.63)=10.4-0.33-2.0=8.07 vs observed 7m+ at discovery ✓; page-image proofread vs p482-483: confirmed",high,1937 II,482,"E-IV, using the same data, gave y=10.5, Hy = 10™.4 and Hypo = 10™.4."
26P,Grigg-Skjellerup,15.0,10.0,"Vsekhsvyatskij 1958, other","matched by body — 'fifth recorded apparition of the short-period Comet Grigg-Skjellerup' = 26P; E-IV before perihelion y unknown (printed garbled), Hy=12, H10=15.0 (per OCR 'Hyg=15.0'); only post-peri value cited; D1=30'' May-June; chose E-IV → source 'other'; periodic — will dedupe with other 26P apparitions; page-image proofread vs p483: confirmed; cross-check shows E-IV gives only one value here",low,1937 III,483,"According to observations before the perihelion passage, E-IV gave ... Hyg = 15"".0 ... In May, = 30""."
1937 C1,Whipple's Comet (1937 IV),6.1,10.0,"Vsekhsvyatskij 1958, other","matched by name (Whipple) + 14 Feb 1937 Harvard discovery → 1937 C1 per target list peri 1937-06-20; Beyer (54 obs) y=16.6, H0=3m.9; Bobrovnikoff y=7.5, H0=6m.42 (smaller arc); E-IV (120 estimates) y=9.2, H0=6m.1; post-peri y=16.3, H0=4m.7; on average H10=6.05 (per page text 'on the average H10=6m.05'); chose E-IV average 6.1 (rounded) per §3.1 — most comprehensive synthesis; source 'other'; D1=4'.0; tail type II/III with type I jets; sanity: M1=6.1, peri r=1.73, Δ_min=1.27 → m=6.1+5log(1.27)+10log(1.73)=6.1+0.52+2.38=9.0 vs observed brightest 8.3-8.5 ✓; page-image proofread vs p483-484: confirmed",high,1937 IV,483,"E-IV obtained from 120 estimates y = 9.2, Hy =6™.1; according to observations after perihelion, y= 16.3, Hy =4™.7; on the average H10 = 6.05."
